original_sentence,subject_text,subject_type,object_text,object_type,marked_sentence,relation_label
"Các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, chườm lạnh, uống nhiều nước và ngủ đúng giờ.",chườm lạnh,Điều trị,nghỉ ngơi,Điều trị,"các biện pháp điều trị đau đầu migraine tại nhà bao gồm [o] nghỉ ngơi [/o] trong phòng tối, [s] chườm lạnh [/s], uống nhiều nước và ngủ đúng giờ.",No_relation
"Các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, chườm lạnh, uống nhiều nước và ngủ đúng giờ.",chườm lạnh,Điều trị,uống nhiều nước,Điều trị,"các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, [s] chườm lạnh [/s], [o] uống nhiều nước [/o] và ngủ đúng giờ.",No_relation
"Các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, chườm lạnh, uống nhiều nước và ngủ đúng giờ.",chườm lạnh,Điều trị,ngủ đúng giờ,Điều trị,"các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, [s] chườm lạnh [/s], uống nhiều nước và [o] ngủ đúng giờ [/o].",No_relation
"Các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, chườm lạnh, uống nhiều nước và ngủ đúng giờ.",uống nhiều nước,Điều trị,đau đầu migraine,Bệnh,"các biện pháp điều trị [o] đau đầu migraine [/o] tại nhà bao gồm nghỉ ngơi trong phòng tối, chườm lạnh, [s] uống nhiều nước [/s] và ngủ đúng giờ.",No_relation
"Các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, chườm lạnh, uống nhiều nước và ngủ đúng giờ.",uống nhiều nước,Điều trị,nghỉ ngơi,Điều trị,"các biện pháp điều trị đau đầu migraine tại nhà bao gồm [o] nghỉ ngơi [/o] trong phòng tối, chườm lạnh, [s] uống nhiều nước [/s] và ngủ đúng giờ.",No_relation
"Các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, chườm lạnh, uống nhiều nước và ngủ đúng giờ.",uống nhiều nước,Điều trị,chườm lạnh,Điều trị,"các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, [o] chườm lạnh [/o], [s] uống nhiều nước [/s] và ngủ đúng giờ.",No_relation
"Các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, chườm lạnh, uống nhiều nước và ngủ đúng giờ.",uống nhiều nước,Điều trị,ngủ đúng giờ,Điều trị,"các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, chườm lạnh, [s] uống nhiều nước [/s] và [o] ngủ đúng giờ [/o].",No_relation
"Các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, chườm lạnh, uống nhiều nước và ngủ đúng giờ.",ngủ đúng giờ,Điều trị,đau đầu migraine,Bệnh,"các biện pháp điều trị [o] đau đầu migraine [/o] tại nhà bao gồm nghỉ ngơi trong phòng tối, chườm lạnh, uống nhiều nước và [s] ngủ đúng giờ [/s].",No_relation
"Các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, chườm lạnh, uống nhiều nước và ngủ đúng giờ.",ngủ đúng giờ,Điều trị,nghỉ ngơi,Điều trị,"các biện pháp điều trị đau đầu migraine tại nhà bao gồm [o] nghỉ ngơi [/o] trong phòng tối, chườm lạnh, uống nhiều nước và [s] ngủ đúng giờ [/s].",No_relation
"Các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, chườm lạnh, uống nhiều nước và ngủ đúng giờ.",ngủ đúng giờ,Điều trị,chườm lạnh,Điều trị,"các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, [o] chườm lạnh [/o], uống nhiều nước và [s] ngủ đúng giờ [/s].",No_relation
"Các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, chườm lạnh, uống nhiều nước và ngủ đúng giờ.",ngủ đúng giờ,Điều trị,uống nhiều nước,Điều trị,"các biện pháp điều trị đau đầu migraine tại nhà bao gồm nghỉ ngơi trong phòng tối, chườm lạnh, [o] uống nhiều nước [/o] và [s] ngủ đúng giờ [/s].",No_relation
Bệnh trầm cảm được hỗ trợ điều trị bằng vật lý trị liệu như xoa bóp trị liệu và châm cứu.,trầm cảm,Bệnh,vật lý trị liệu,Điều trị,bệnh [s] trầm cảm [/s] được hỗ trợ điều trị bằng [o] vật lý trị liệu [/o] như xoa bóp trị liệu và châm cứu.,Điều_trị_bằng
Bệnh trầm cảm được hỗ trợ điều trị bằng vật lý trị liệu như xoa bóp trị liệu và châm cứu.,trầm cảm,Bệnh,xoa bóp trị liệu,Điều trị,bệnh [s] trầm cảm [/s] được hỗ trợ điều trị bằng vật lý trị liệu như [o] xoa bóp trị liệu [/o] và châm cứu.,Điều_trị_bằng
Bệnh trầm cảm được hỗ trợ điều trị bằng vật lý trị liệu như xoa bóp trị liệu và châm cứu.,trầm cảm,Bệnh,châm cứu,Điều trị,bệnh [s] trầm cảm [/s] được hỗ trợ điều trị bằng vật lý trị liệu như xoa bóp trị liệu và [o] châm cứu [/o].,Điều_trị_bằng
Bệnh trầm cảm được hỗ trợ điều trị bằng vật lý trị liệu như xoa bóp trị liệu và châm cứu.,vật lý trị liệu,Điều trị,trầm cảm,Bệnh,bệnh [o] trầm cảm [/o] được hỗ trợ điều trị bằng [s] vật lý trị liệu [/s] như xoa bóp trị liệu và châm cứu.,No_relation
Bệnh trầm cảm được hỗ trợ điều trị bằng vật lý trị liệu như xoa bóp trị liệu và châm cứu.,vật lý trị liệu,Điều trị,xoa bóp trị liệu,Điều trị,bệnh trầm cảm được hỗ trợ điều trị bằng [s] vật lý trị liệu [/s] như [o] xoa bóp trị liệu [/o] và châm cứu.,No_relation
Bệnh trầm cảm được hỗ trợ điều trị bằng vật lý trị liệu như xoa bóp trị liệu và châm cứu.,vật lý trị liệu,Điều trị,châm cứu,Điều trị,bệnh trầm cảm được hỗ trợ điều trị bằng [s] vật lý trị liệu [/s] như xoa bóp trị liệu và [o] châm cứu [/o].,No_relation
Bệnh trầm cảm được hỗ trợ điều trị bằng vật lý trị liệu như xoa bóp trị liệu và châm cứu.,xoa bóp trị liệu,Điều trị,trầm cảm,Bệnh,bệnh [o] trầm cảm [/o] được hỗ trợ điều trị bằng vật lý trị liệu như [s] xoa bóp trị liệu [/s] và châm cứu.,No_relation
Bệnh trầm cảm được hỗ trợ điều trị bằng vật lý trị liệu như xoa bóp trị liệu và châm cứu.,xoa bóp trị liệu,Điều trị,vật lý trị liệu,Điều trị,bệnh trầm cảm được hỗ trợ điều trị bằng [o] vật lý trị liệu [/o] như [s] xoa bóp trị liệu [/s] và châm cứu.,No_relation
Bệnh trầm cảm được hỗ trợ điều trị bằng vật lý trị liệu như xoa bóp trị liệu và châm cứu.,xoa bóp trị liệu,Điều trị,châm cứu,Điều trị,bệnh trầm cảm được hỗ trợ điều trị bằng vật lý trị liệu như [s] xoa bóp trị liệu [/s] và [o] châm cứu [/o].,No_relation
Bệnh trầm cảm được hỗ trợ điều trị bằng vật lý trị liệu như xoa bóp trị liệu và châm cứu.,châm cứu,Điều trị,trầm cảm,Bệnh,bệnh [o] trầm cảm [/o] được hỗ trợ điều trị bằng vật lý trị liệu như xoa bóp trị liệu và [s] châm cứu [/s].,No_relation
Bệnh trầm cảm được hỗ trợ điều trị bằng vật lý trị liệu như xoa bóp trị liệu và châm cứu.,châm cứu,Điều trị,vật lý trị liệu,Điều trị,bệnh trầm cảm được hỗ trợ điều trị bằng [o] vật lý trị liệu [/o] như xoa bóp trị liệu và [s] châm cứu [/s].,No_relation
Bệnh trầm cảm được hỗ trợ điều trị bằng vật lý trị liệu như xoa bóp trị liệu và châm cứu.,châm cứu,Điều trị,xoa bóp trị liệu,Điều trị,bệnh trầm cảm được hỗ trợ điều trị bằng vật lý trị liệu như [o] xoa bóp trị liệu [/o] và [s] châm cứu [/s].,No_relation
"Bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do khiếm khuyết về tiết insulin, về tác động của insulin, hoặc cả hai.",Bệnh đái tháo đường,Bệnh,tăng glucose huyết,Triệu chứng,"[s] bệnh đái tháo đường [/s] là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm [o] tăng glucose huyết [/o] do khiếm khuyết về tiết insulin, về tác động của insulin, hoặc cả hai.",Có_triệu_chứng
"Bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do khiếm khuyết về tiết insulin, về tác động của insulin, hoặc cả hai.",Bệnh đái tháo đường,Bệnh,tác động của insulin,Nguyên nhân,"[s] bệnh đái tháo đường [/s] là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do khiếm khuyết về tiết insulin, về [o] tác động của insulin [/o], hoặc cả hai.",No_relation
"Bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do khiếm khuyết về tiết insulin, về tác động của insulin, hoặc cả hai.",Bệnh đái tháo đường,Bệnh,khiếm khuyết về tiết insulin,Nguyên nhân,"[s] bệnh đái tháo đường [/s] là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do [o] khiếm khuyết về tiết insulin [/o], về tác động của insulin, hoặc cả hai.",No_relation
"Bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do khiếm khuyết về tiết insulin, về tác động của insulin, hoặc cả hai.",tăng glucose huyết,Triệu chứng,Bệnh đái tháo đường,Bệnh,"[o] bệnh đái tháo đường [/o] là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm [s] tăng glucose huyết [/s] do khiếm khuyết về tiết insulin, về tác động của insulin, hoặc cả hai.",No_relation
"Bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do khiếm khuyết về tiết insulin, về tác động của insulin, hoặc cả hai.",tăng glucose huyết,Triệu chứng,tác động của insulin,Nguyên nhân,"bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm [s] tăng glucose huyết [/s] do khiếm khuyết về tiết insulin, về [o] tác động của insulin [/o], hoặc cả hai.",No_relation
"Bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do khiếm khuyết về tiết insulin, về tác động của insulin, hoặc cả hai.",tăng glucose huyết,Triệu chứng,khiếm khuyết về tiết insulin,Nguyên nhân,"bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm [s] tăng glucose huyết [/s] do [o] khiếm khuyết về tiết insulin [/o], về tác động của insulin, hoặc cả hai.",No_relation
"Bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do khiếm khuyết về tiết insulin, về tác động của insulin, hoặc cả hai.",tác động của insulin,Nguyên nhân,Bệnh đái tháo đường,Bệnh,"[o] bệnh đái tháo đường [/o] là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do khiếm khuyết về tiết insulin, về [s] tác động của insulin [/s], hoặc cả hai.",Gây_ra
"Bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do khiếm khuyết về tiết insulin, về tác động của insulin, hoặc cả hai.",tác động của insulin,Nguyên nhân,tăng glucose huyết,Triệu chứng,"bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm [o] tăng glucose huyết [/o] do khiếm khuyết về tiết insulin, về [s] tác động của insulin [/s], hoặc cả hai.",No_relation
"Bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do khiếm khuyết về tiết insulin, về tác động của insulin, hoặc cả hai.",tác động của insulin,Nguyên nhân,khiếm khuyết về tiết insulin,Nguyên nhân,"bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do [o] khiếm khuyết về tiết insulin [/o], về [s] tác động của insulin [/s], hoặc cả hai.",No_relation
"Bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do khiếm khuyết về tiết insulin, về tác động của insulin, hoặc cả hai.",khiếm khuyết về tiết insulin,Nguyên nhân,Bệnh đái tháo đường,Bệnh,"[o] bệnh đái tháo đường [/o] là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do [s] khiếm khuyết về tiết insulin [/s], về tác động của insulin, hoặc cả hai.",Gây_ra
"Bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do khiếm khuyết về tiết insulin, về tác động của insulin, hoặc cả hai.",khiếm khuyết về tiết insulin,Nguyên nhân,tăng glucose huyết,Triệu chứng,"bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm [o] tăng glucose huyết [/o] do [s] khiếm khuyết về tiết insulin [/s], về tác động của insulin, hoặc cả hai.",No_relation
"Bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do khiếm khuyết về tiết insulin, về tác động của insulin, hoặc cả hai.",khiếm khuyết về tiết insulin,Nguyên nhân,tác động của insulin,Nguyên nhân,"bệnh đái tháo đường là bệnh rối loạn chuyển hóa không đồng nhất, có đặc điểm tăng glucose huyết do [s] khiếm khuyết về tiết insulin [/s], về [o] tác động của insulin [/o], hoặc cả hai.",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",Viêm dạ dày,Bệnh,nội khoa,Điều trị,"[s] viêm dạ dày [/s] được điều trị [o] nội khoa [/o] bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",Điều_trị_bằng
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",Viêm dạ dày,Bệnh,thuốc kháng sinh,Điều trị,"[s] viêm dạ dày [/s] được điều trị nội khoa bằng các loại thuốc thông dụng như [o] thuốc kháng sinh [/o], thuốc trung hòa axit, thuốc ức chế bơm proton.",Điều_trị_bằng
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",Viêm dạ dày,Bệnh,thuốc trung hòa axit,Điều trị,"[s] viêm dạ dày [/s] được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, [o] thuốc trung hòa axit [/o], thuốc ức chế bơm proton.",Điều_trị_bằng
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",Viêm dạ dày,Bệnh,thuốc ức chế bơm proton,Điều trị,"[s] viêm dạ dày [/s] được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, [o] thuốc ức chế bơm proton [/o].",Điều_trị_bằng
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",nội khoa,Điều trị,Viêm dạ dày,Bệnh,"[o] viêm dạ dày [/o] được điều trị [s] nội khoa [/s] bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",nội khoa,Điều trị,thuốc kháng sinh,Điều trị,"viêm dạ dày được điều trị [s] nội khoa [/s] bằng các loại thuốc thông dụng như [o] thuốc kháng sinh [/o], thuốc trung hòa axit, thuốc ức chế bơm proton.",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",nội khoa,Điều trị,thuốc trung hòa axit,Điều trị,"viêm dạ dày được điều trị [s] nội khoa [/s] bằng các loại thuốc thông dụng như thuốc kháng sinh, [o] thuốc trung hòa axit [/o], thuốc ức chế bơm proton.",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",nội khoa,Điều trị,thuốc ức chế bơm proton,Điều trị,"viêm dạ dày được điều trị [s] nội khoa [/s] bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, [o] thuốc ức chế bơm proton [/o].",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",thuốc kháng sinh,Điều trị,Viêm dạ dày,Bệnh,"[o] viêm dạ dày [/o] được điều trị nội khoa bằng các loại thuốc thông dụng như [s] thuốc kháng sinh [/s], thuốc trung hòa axit, thuốc ức chế bơm proton.",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",thuốc kháng sinh,Điều trị,nội khoa,Điều trị,"viêm dạ dày được điều trị [o] nội khoa [/o] bằng các loại thuốc thông dụng như [s] thuốc kháng sinh [/s], thuốc trung hòa axit, thuốc ức chế bơm proton.",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",thuốc kháng sinh,Điều trị,thuốc trung hòa axit,Điều trị,"viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như [s] thuốc kháng sinh [/s], [o] thuốc trung hòa axit [/o], thuốc ức chế bơm proton.",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",thuốc kháng sinh,Điều trị,thuốc ức chế bơm proton,Điều trị,"viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như [s] thuốc kháng sinh [/s], thuốc trung hòa axit, [o] thuốc ức chế bơm proton [/o].",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",thuốc trung hòa axit,Điều trị,Viêm dạ dày,Bệnh,"[o] viêm dạ dày [/o] được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, [s] thuốc trung hòa axit [/s], thuốc ức chế bơm proton.",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",thuốc trung hòa axit,Điều trị,nội khoa,Điều trị,"viêm dạ dày được điều trị [o] nội khoa [/o] bằng các loại thuốc thông dụng như thuốc kháng sinh, [s] thuốc trung hòa axit [/s], thuốc ức chế bơm proton.",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",thuốc trung hòa axit,Điều trị,thuốc kháng sinh,Điều trị,"viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như [o] thuốc kháng sinh [/o], [s] thuốc trung hòa axit [/s], thuốc ức chế bơm proton.",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",thuốc trung hòa axit,Điều trị,thuốc ức chế bơm proton,Điều trị,"viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, [s] thuốc trung hòa axit [/s], [o] thuốc ức chế bơm proton [/o].",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",thuốc ức chế bơm proton,Điều trị,Viêm dạ dày,Bệnh,"[o] viêm dạ dày [/o] được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, [s] thuốc ức chế bơm proton [/s].",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",thuốc ức chế bơm proton,Điều trị,nội khoa,Điều trị,"viêm dạ dày được điều trị [o] nội khoa [/o] bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, [s] thuốc ức chế bơm proton [/s].",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",thuốc ức chế bơm proton,Điều trị,thuốc kháng sinh,Điều trị,"viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như [o] thuốc kháng sinh [/o], thuốc trung hòa axit, [s] thuốc ức chế bơm proton [/s].",No_relation
"Viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, thuốc trung hòa axit, thuốc ức chế bơm proton.",thuốc ức chế bơm proton,Điều trị,thuốc trung hòa axit,Điều trị,"viêm dạ dày được điều trị nội khoa bằng các loại thuốc thông dụng như thuốc kháng sinh, [o] thuốc trung hòa axit [/o], [s] thuốc ức chế bơm proton [/s].",No_relation
Tập thể dục với cường độ vừa phải góp phần làm giảm tần suất và rút ngắn cơn đau đầu migraine hiệu quả.,đau đầu migraine,Bệnh,Tập thể dục với cường độ vừa phải,Điều trị,[o] tập thể dục với cường độ vừa phải [/o] góp phần làm giảm tần suất và rút ngắn cơn [s] đau đầu migraine [/s] hiệu quả.,Điều_trị_bằng
Tập thể dục với cường độ vừa phải góp phần làm giảm tần suất và rút ngắn cơn đau đầu migraine hiệu quả.,Tập thể dục với cường độ vừa phải,Điều trị,đau đầu migraine,Bệnh,[s] tập thể dục với cường độ vừa phải [/s] góp phần làm giảm tần suất và rút ngắn cơn [o] đau đầu migraine [/o] hiệu quả.,No_relation
Viêm dạ dày cấp là tình trạng dạ dày bị viêm cấp tính do nhiều nguyên nhân như thuốc hoặc rượu.,Viêm dạ dày cấp,Bệnh,rượu,Nguyên nhân,[s] viêm dạ dày cấp [/s] là tình trạng dạ dày bị viêm cấp tính do nhiều nguyên nhân như thuốc hoặc [o] rượu [/o].,No_relation
Viêm dạ dày cấp là tình trạng dạ dày bị viêm cấp tính do nhiều nguyên nhân như thuốc hoặc rượu.,Viêm dạ dày cấp,Bệnh,thuốc,Nguyên nhân,[s] viêm dạ dày cấp [/s] là tình trạng dạ dày bị viêm cấp tính do nhiều nguyên nhân như [o] thuốc [/o] hoặc rượu.,No_relation
Viêm dạ dày cấp là tình trạng dạ dày bị viêm cấp tính do nhiều nguyên nhân như thuốc hoặc rượu.,rượu,Nguyên nhân,Viêm dạ dày cấp,Bệnh,[o] viêm dạ dày cấp [/o] là tình trạng dạ dày bị viêm cấp tính do nhiều nguyên nhân như thuốc hoặc [s] rượu [/s].,Gây_ra
Viêm dạ dày cấp là tình trạng dạ dày bị viêm cấp tính do nhiều nguyên nhân như thuốc hoặc rượu.,rượu,Nguyên nhân,thuốc,Nguyên nhân,viêm dạ dày cấp là tình trạng dạ dày bị viêm cấp tính do nhiều nguyên nhân như [o] thuốc [/o] hoặc [s] rượu [/s].,No_relation
Viêm dạ dày cấp là tình trạng dạ dày bị viêm cấp tính do nhiều nguyên nhân như thuốc hoặc rượu.,thuốc,Nguyên nhân,Viêm dạ dày cấp,Bệnh,[o] viêm dạ dày cấp [/o] là tình trạng dạ dày bị viêm cấp tính do nhiều nguyên nhân như [s] thuốc [/s] hoặc rượu.,Gây_ra
Viêm dạ dày cấp là tình trạng dạ dày bị viêm cấp tính do nhiều nguyên nhân như thuốc hoặc rượu.,thuốc,Nguyên nhân,rượu,Nguyên nhân,viêm dạ dày cấp là tình trạng dạ dày bị viêm cấp tính do nhiều nguyên nhân như [s] thuốc [/s] hoặc [o] rượu [/o].,No_relation
"Viêm dạ dày nếu không được điều trị có thể dẫn đến loét dạ dày, xuất huyết dạ dày và thủng dạ dày.",Viêm dạ dày,Bệnh,loét dạ dày,Bệnh,"[s] viêm dạ dày [/s] nếu không được điều trị có thể dẫn đến [o] loét dạ dày [/o], xuất huyết dạ dày và thủng dạ dày.",Gây_ra
"Viêm dạ dày nếu không được điều trị có thể dẫn đến loét dạ dày, xuất huyết dạ dày và thủng dạ dày.",Viêm dạ dày,Bệnh,xuất huyết dạ dày,Bệnh,"[s] viêm dạ dày [/s] nếu không được điều trị có thể dẫn đến loét dạ dày, [o] xuất huyết dạ dày [/o] và thủng dạ dày.",Gây_ra
"Viêm dạ dày nếu không được điều trị có thể dẫn đến loét dạ dày, xuất huyết dạ dày và thủng dạ dày.",Viêm dạ dày,Bệnh,thủng dạ dày,Bệnh,"[s] viêm dạ dày [/s] nếu không được điều trị có thể dẫn đến loét dạ dày, xuất huyết dạ dày và [o] thủng dạ dày [/o].",Gây_ra
"Viêm dạ dày nếu không được điều trị có thể dẫn đến loét dạ dày, xuất huyết dạ dày và thủng dạ dày.",loét dạ dày,Bệnh,Viêm dạ dày,Bệnh,"[o] viêm dạ dày [/o] nếu không được điều trị có thể dẫn đến [s] loét dạ dày [/s], xuất huyết dạ dày và thủng dạ dày.",No_relation
"Viêm dạ dày nếu không được điều trị có thể dẫn đến loét dạ dày, xuất huyết dạ dày và thủng dạ dày.",loét dạ dày,Bệnh,xuất huyết dạ dày,Bệnh,"viêm dạ dày nếu không được điều trị có thể dẫn đến [s] loét dạ dày [/s], [o] xuất huyết dạ dày [/o] và thủng dạ dày.",No_relation
"Viêm dạ dày nếu không được điều trị có thể dẫn đến loét dạ dày, xuất huyết dạ dày và thủng dạ dày.",loét dạ dày,Bệnh,thủng dạ dày,Bệnh,"viêm dạ dày nếu không được điều trị có thể dẫn đến [s] loét dạ dày [/s], xuất huyết dạ dày và [o] thủng dạ dày [/o].",No_relation
"Viêm dạ dày nếu không được điều trị có thể dẫn đến loét dạ dày, xuất huyết dạ dày và thủng dạ dày.",xuất huyết dạ dày,Bệnh,Viêm dạ dày,Bệnh,"[o] viêm dạ dày [/o] nếu không được điều trị có thể dẫn đến loét dạ dày, [s] xuất huyết dạ dày [/s] và thủng dạ dày.",No_relation
"Viêm dạ dày nếu không được điều trị có thể dẫn đến loét dạ dày, xuất huyết dạ dày và thủng dạ dày.",xuất huyết dạ dày,Bệnh,loét dạ dày,Bệnh,"viêm dạ dày nếu không được điều trị có thể dẫn đến [o] loét dạ dày [/o], [s] xuất huyết dạ dày [/s] và thủng dạ dày.",No_relation
"Viêm dạ dày nếu không được điều trị có thể dẫn đến loét dạ dày, xuất huyết dạ dày và thủng dạ dày.",xuất huyết dạ dày,Bệnh,thủng dạ dày,Bệnh,"viêm dạ dày nếu không được điều trị có thể dẫn đến loét dạ dày, [s] xuất huyết dạ dày [/s] và [o] thủng dạ dày [/o].",No_relation
"Viêm dạ dày nếu không được điều trị có thể dẫn đến loét dạ dày, xuất huyết dạ dày và thủng dạ dày.",thủng dạ dày,Bệnh,Viêm dạ dày,Bệnh,"[o] viêm dạ dày [/o] nếu không được điều trị có thể dẫn đến loét dạ dày, xuất huyết dạ dày và [s] thủng dạ dày [/s].",No_relation
